[2025-11-29 13:05:38] [INFO    ] discord.client: logging in using static token
[2025-11-29 13:05:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:05:39] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-11-29 13:05:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1265, 'op': 0, 'd': {'webhook_id': '1401045992232456303', 'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:05:40.759000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1444132173157240935', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Member joined voice channel', 'timestamp': '2025-11-29T01:05:37.142071+00:00', 'id': '1444132173157240936', 'footer': {'text': 'ID: 1280298555914850317'}, 'description': "**callsinghunter** joined #《🦘》Joey's zone", 'color': 5496236, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/rQJcCjid4alceZ4p1V9YEbh-9O8fDKPAJI9Z1TC5yqM/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/1280298555914850317/3a4dbc4757447bf46c2e2c0bbd3ff08e.png', 'name': 'callsinghunter', 'icon_url': 'https://cdn.discordapp.com/avatars/1280298555914850317/3a4dbc4757447bf46c2e2c0bbd3ff08e.png?size=1024'}}, {'url': 'https://discord.com/channels/1355352483953774633/1444132036695691426/1444132140961890345', 'type': 'rich', 'title': 'Message edited in #support-panel-kingskittles_5', 'timestamp': '2025-11-29T01:05:38.035376+00:00', 'id': '1444132173157240937', 'footer': {'text': 'ID: 1435441942971289692'}, 'description': '**Before:** I need orles\n**+After:** I need roles', 'color': 4359924, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/lrYG1wOFLXrnlOpik52Doa0oByfkf8vwdjI_S5xe3GA/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png', 'name': 'kingskittles_5', 'icon_url': 'https://cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png?size=1024'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1401045590686695504', 'author': {'username': 'Carl-bot Logging', 'id': '1401045992232456303', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': 'a8960198c38eed9eaaca0ba1d2deaa8b'}, 'attachments': [], 'application_id': '235148962103951360', 'guild_id': '1355352483953774633'}}
[2025-11-29 13:05:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:05:40] [DEBUG   ] discord.client: Dispatching event message
[2025-11-29 13:05:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 1266, 'op': 0, 'd': {'member': {'user': {'username': 'callsinghunter', 'public_flags': 0, 'primary_guild': {'tag': 'LKVC', 'identity_guild_id': '1133029658212970526', 'identity_enabled': True, 'badge': 'fb7ebd9358a8c1f1e8d23547333a86f0'}, 'id': '1280298555914850317', 'global_name': 'max', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [1628845]}, 'display_name': 'max', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1435783917776146465', 'expires_at': None, 'asset': 'a_16f9f3dfe294062d0c1fa9864c6c2267'}, 'avatar': '3a4dbc4757447bf46c2e2c0bbd3ff08e'}, 'roles': ['1355352483991654528', '1355352484033466368', '1355352484033466370', '1355352484092051586', '1355352484033466372', '1355352484033466373', '1355352484033466374', '1355352484033466375', '1355352484033466376', '1355352484109094912', '1401379129718345729', '1355352484058628107', '1424574753301336074', '1355352484058628114', '1399084101666865302', '1399084007836352663', '1432896285467213976', '1399085205683437598', '1434711040796655646', '1391844269706313888', '1398021087752749217', '1436165317717000223', '1398455608788783145', '1398015008801161258', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352484104900795', '1398124381514891324', '1399085117464514621', '1437091845384572989', '1437176678760579132', '1393068546594046022', '1355352484046176338', '1355352484046176340', '1355352484046176341', '1437251852608733274', '1434707674938736731', '1398013074237030502', '1398124556060725372', '1355352483991654524', '1355352483991654522', '1355352484092051580', '1355352483991654525'], 'premium_since': None, 'pending': False, 'nick': 'CF | S-02 | | DNSO| Max', 'mute': False, 'joined_at': '2025-10-17T00:24:41.033000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1280298555914850317', 'suppress': False, 'session_id': '4552eb6bceed3db9f0cc43be00b11ad4', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1355352483953774633', 'discoverable': True, 'deaf': False, 'channel_id': '1401636640484495430'}}
[2025-11-29 13:05:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:05:43] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-11-29 13:05:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 1267, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:05:08.923000+00:00', 'pinned': True, 'mentions': [], 'mention_roles': ['1355352484033466372'], 'mention_everyone': False, 'member': {'roles': ['1369650141069447208', '1436159173770608714'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T01:03:49.683000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444132039627374863', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Ticket Created', 'id': '1444132039627374864', 'description': 'Thanks kingskittles_5 for contacting the support team of **💎┃Georgia State Roleplay**!\nPlease explain your case so we can help you as quickly as possible!', 'content_scan_version': 2, 'color': 2721484}, {'type': 'rich', 'id': '1444132039627374865', 'footer': {'text': 'Tickety | Tickety.top', 'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/AKoLMhzMatq7OrbmJZajaZPH5v7ziokespjWX3i4UVw/https/cdn.discordapp.com/avatars/718493970652594217/b205a236cc5ba6f5950ca5e3a3f27e93.webp', 'icon_url': 'https://cdn.discordapp.com/avatars/718493970652594217/b205a236cc5ba6f5950ca5e3a3f27e93.webp'}, 'fields': [{'value': 'kingskittles', 'name': '1. What is your username?', 'inline': False}, {'value': '11/28/2025', 'name': '2. What is the Date?', 'inline': False}, {'value': 'roles', 'name': '3. How may we help?', 'inline': False}], 'content_scan_version': 2, 'color': 2721484}], 'edited_timestamp': None, 'content': '<@&1355352484033466372>', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 2, 'label': 'Close', 'id': 2, 'emoji': {'name': '🔒'}, 'custom_id': 'ticket_close'}, {'type': 2, 'style': 2, 'label': 'Claim', 'id': 3, 'emoji': {'name': '🙌'}, 'custom_id': 'ticket_claim'}]}], 'channel_type': 0, 'channel_id': '1444132036695691426', 'author': {'username': 'Tickety', 'public_flags': 65536, 'primary_guild': None, 'id': '718493970652594217', 'global_name': None, 'display_name_styles': None, 'discriminator': '1627', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b205a236cc5ba6f5950ca5e3a3f27e93'}, 'attachments': [], 'guild_id': '1355352483953774633'}}
[2025-11-29 13:05:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:05:45] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-11-29 13:05:45] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-11-29 13:05:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 1267.
[2025-11-29 13:05:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 13:05:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1268, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:05:53.766000+00:00', 'pinned': False, 'nonce': '1444132226680750080', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1355352483991654528', '1355352484033466368', '1355352484033466370', '1355352484092051586', '1355352484033466372', '1355352484033466373', '1355352484033466374', '1355352484033466375', '1355352484033466376', '1355352484109094912', '1401379129718345729', '1355352484058628107', '1424574753301336074', '1355352484058628114', '1399084101666865302', '1399084007836352663', '1432896285467213976', '1399085205683437598', '1434711040796655646', '1391844269706313888', '1398021087752749217', '1436165317717000223', '1398455608788783145', '1398015008801161258', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352484104900795', '1398124381514891324', '1399085117464514621', '1437091845384572989', '1437176678760579132', '1393068546594046022', '1355352484046176338', '1355352484046176340', '1355352484046176341', '1437251852608733274', '1434707674938736731', '1398013074237030502', '1398124556060725372', '1355352483991654524', '1355352483991654522', '1355352484092051580', '1355352483991654525'], 'premium_since': None, 'pending': False, 'nick': 'CF | S-02 | | DNSO| Max', 'mute': False, 'joined_at': '2025-10-17T00:24:41.033000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444132227712680078', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Ok', 'components': [], 'channel_type': 0, 'channel_id': '1444132036695691426', 'author': {'username': 'callsinghunter', 'public_flags': 0, 'primary_guild': {'tag': 'LKVC', 'identity_guild_id': '1133029658212970526', 'identity_enabled': True, 'badge': 'fb7ebd9358a8c1f1e8d23547333a86f0'}, 'id': '1280298555914850317', 'global_name': 'max', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [1628845]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'LKVC', 'identity_guild_id': '1133029658212970526', 'identity_enabled': True, 'badge': 'fb7ebd9358a8c1f1e8d23547333a86f0'}, 'avatar_decoration_data': {'sku_id': '1435783917776146465', 'expires_at': None, 'asset': 'a_16f9f3dfe294062d0c1fa9864c6c2267'}, 'avatar': '3a4dbc4757447bf46c2e2c0bbd3ff08e'}, 'attachments': [], 'guild_id': '1355352483953774633'}}
[2025-11-29 13:05:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:05:53] [DEBUG   ] discord.client: Dispatching event message
[2025-11-29 13:06:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 1269, 'op': 0, 'd': {'user': {'username': 'kingskittles_5', 'public_flags': 0, 'primary_guild': None, 'id': '1435441942971289692', 'global_name': 'Kim  junhee', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a1285b32e34bc568e6f65b96340468d9'}, 'unusual_dm_activity_until': None, 'roles': ['1391844269706313888', '1393068546594046022', '1437232440623239270', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352483991654524'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-29T01:03:45.327000+00:00', 'guild_id': '1355352483953774633', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-29 13:06:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:03] [DEBUG   ] discord.client: Dispatching event member_update
[2025-11-29 13:06:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 1270, 'op': 0, 'd': {'user_id': '1236801401061900288', 'target_id': '1435441942971289692', 'id': '1444132270968406098', 'changes': [{'new_value': [{'name': 'AltBypass', 'id': '1437232440623239270'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:03] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-11-29 13:06:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1271, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:06:04.272000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369650141069447208', '1399572032970297387'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-29T01:59:35.595000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444132271778173013', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Role Added', 'timestamp': '2025-11-29T01:06:04.077000+00:00', 'id': '1444132271778173014', 'footer': {'text': 'Member ID: 1435441942971289692'}, 'description': '<@1435441942971289692> was given the <@&1437232440623239270> role.', 'color': 5763719, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/435fm02-2gq3hSSBESdFjd4xrZ6MwN3wwBjiXIAA06Y/https/cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.webp', 'name': '@kingskittles_5', 'icon_url': 'https://cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.webp'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1401045590686695504', 'author': {'username': 'Central', 'public_flags': 65536, 'primary_guild': None, 'id': '1173444104684847116', 'global_name': None, 'display_name_styles': None, 'discriminator': '1347', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ff32eed3572d2e5cd0bcb077a33711'}, 'attachments': [], 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event message
[2025-11-29 13:06:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 1272, 'op': 0, 'd': {'user': {'username': 'kingskittles_5', 'public_flags': 0, 'primary_guild': None, 'id': '1435441942971289692', 'global_name': 'Kim  junhee', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a1285b32e34bc568e6f65b96340468d9'}, 'unusual_dm_activity_until': None, 'roles': ['1391844269706313888', '1437232440623239270', '1393068546594046022', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352484092051579', '1355352483991654524'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-29T01:03:45.327000+00:00', 'guild_id': '1355352483953774633', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event member_update
[2025-11-29 13:06:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 1273, 'op': 0, 'd': {'user_id': '1105935596632952832', 'target_id': '1435441942971289692', 'id': '1444132271979368630', 'changes': [{'new_value': [{'name': 'X | Internal Affairs Director', 'id': '1355352484092051579'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-11-29 13:06:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1274, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:06:04.553000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369650141069447208', '1399572032970297387'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-29T01:59:35.595000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444132272956510291', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Role Added', 'timestamp': '2025-11-29T01:06:04.449000+00:00', 'id': '1444132272956510292', 'footer': {'text': 'Member ID: 1435441942971289692'}, 'description': '<@1435441942971289692> was given the <@&1355352484092051579> role.', 'color': 5763719, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/435fm02-2gq3hSSBESdFjd4xrZ6MwN3wwBjiXIAA06Y/https/cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.webp', 'name': '@kingskittles_5', 'icon_url': 'https://cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.webp'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1401045590686695504', 'author': {'username': 'Central', 'public_flags': 65536, 'primary_guild': None, 'id': '1173444104684847116', 'global_name': None, 'display_name_styles': None, 'discriminator': '1347', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ff32eed3572d2e5cd0bcb077a33711'}, 'attachments': [], 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:04] [DEBUG   ] discord.client: Dispatching event message
[2025-11-29 13:06:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1275, 'op': 0, 'd': {'webhook_id': '1401045992232456303', 'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:06:05.661000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1444132277604061337', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Role added', 'timestamp': '2025-11-29T01:06:04.046175+00:00', 'id': '1444132277604061338', 'footer': {'text': 'ID: 1435441942971289692'}, 'description': '<@&1437232440623239270>', 'color': 4359924, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/lrYG1wOFLXrnlOpik52Doa0oByfkf8vwdjI_S5xe3GA/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png', 'name': 'kingskittles_5', 'icon_url': 'https://cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png?size=1024'}}, {'type': 'rich', 'title': 'Role added', 'timestamp': '2025-11-29T01:06:04.421989+00:00', 'id': '1444132277604061339', 'footer': {'text': 'ID: 1435441942971289692'}, 'description': '<@&1355352484092051579>', 'color': 4359924, 'author': {'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/lrYG1wOFLXrnlOpik52Doa0oByfkf8vwdjI_S5xe3GA/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png', 'name': 'kingskittles_5', 'icon_url': 'https://cdn.discordapp.com/avatars/1435441942971289692/a1285b32e34bc568e6f65b96340468d9.png?size=1024'}}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1401045590686695504', 'author': {'username': 'Carl-bot Logging', 'id': '1401045992232456303', 'global_name': None, 'discriminator': '0000', 'bot': True, 'avatar': 'a8960198c38eed9eaaca0ba1d2deaa8b'}, 'attachments': [], 'application_id': '235148962103951360', 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:05] [DEBUG   ] discord.client: Dispatching event message
[2025-11-29 13:06:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 1276, 'op': 0, 'd': {'user_id': '1413433249518190622', 'target_id': '1441685259044262039', 'id': '1444132296692076774', 'changes': [{'new_value': 'discord', 'key': 'type'}, {'new_value': 'Diamond Nations Security', 'key': 'name'}], 'action_type': 80, 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:10] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-11-29 13:06:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 1277, 'op': 0, 'd': {'member': {'user': {'username': 'callsinghunter', 'public_flags': 0, 'primary_guild': {'tag': 'LKVC', 'identity_guild_id': '1133029658212970526', 'identity_enabled': True, 'badge': 'fb7ebd9358a8c1f1e8d23547333a86f0'}, 'id': '1280298555914850317', 'global_name': 'max', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [1628845]}, 'display_name': 'max', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1435783917776146465', 'expires_at': None, 'asset': 'a_16f9f3dfe294062d0c1fa9864c6c2267'}, 'avatar': '3a4dbc4757447bf46c2e2c0bbd3ff08e'}, 'roles': ['1355352483991654528', '1355352484033466368', '1355352484033466370', '1355352484092051586', '1355352484033466372', '1355352484033466373', '1355352484033466374', '1355352484033466375', '1355352484033466376', '1355352484109094912', '1401379129718345729', '1355352484058628107', '1424574753301336074', '1355352484058628114', '1399084101666865302', '1399084007836352663', '1432896285467213976', '1399085205683437598', '1434711040796655646', '1391844269706313888', '1398021087752749217', '1436165317717000223', '1398455608788783145', '1398015008801161258', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352484104900795', '1398124381514891324', '1399085117464514621', '1437091845384572989', '1437176678760579132', '1393068546594046022', '1355352484046176338', '1355352484046176340', '1355352484046176341', '1437251852608733274', '1434707674938736731', '1398013074237030502', '1398124556060725372', '1355352483991654524', '1355352483991654522', '1355352484092051580', '1355352483991654525'], 'premium_since': None, 'pending': False, 'nick': 'CF | S-02 | | DNSO| Max', 'mute': False, 'joined_at': '2025-10-17T00:24:41.033000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1280298555914850317', 'suppress': False, 'session_id': '4552eb6bceed3db9f0cc43be00b11ad4', 'self_video': False, 'self_mute': True, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1355352483953774633', 'discoverable': True, 'deaf': False, 'channel_id': '1401636640484495430'}}
[2025-11-29 13:06:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:20] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-11-29 13:06:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 1278, 'op': 0, 'd': {'user': {'username': 'kingskittles_5', 'public_flags': 0, 'primary_guild': None, 'id': '1435441942971289692', 'global_name': 'Kim  junhee', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a1285b32e34bc568e6f65b96340468d9'}, 'unusual_dm_activity_until': None, 'roles': ['1391844269706313888', '1355352484033466368', '1393068546594046022', '1437232440623239270', '1355352483953774635', '1355352483953774636', '1355352483953774637', '1355352483953774638', '1355352484092051579', '1355352483991654524'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-29T01:03:45.327000+00:00', 'guild_id': '1355352483953774633', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event member_update
[2025-11-29 13:06:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 1279, 'op': 0, 'd': {'user_id': '1105935596632952832', 'target_id': '1435441942971289692', 'id': '1444132343114760253', 'changes': [{'new_value': [{'name': '𝐆𝐒𝐑𝐏 | Staff Team', 'id': '1355352484033466368'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-11-29 13:06:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1280, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-29T01:06:21.410000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1369650141069447208', '1436159173770608714'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T01:03:49.683000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1444132343660023889', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Ticket Closed', 'id': '1444132343660023890', 'footer': {'text': 'Tickety | Tickety.top', 'proxy_icon_url': 'https://images-ext-1.discordapp.net/external/AKoLMhzMatq7OrbmJZajaZPH5v7ziokespjWX3i4UVw/https/cdn.discordapp.com/avatars/718493970652594217/b205a236cc5ba6f5950ca5e3a3f27e93.webp', 'icon_url': 'https://cdn.discordapp.com/avatars/718493970652594217/b205a236cc5ba6f5950ca5e3a3f27e93.webp'}, 'description': 'This ticket has been closed and will be deleted shortly.', 'color': 2721484}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1444132036695691426', 'author': {'username': 'Tickety', 'public_flags': 65536, 'primary_guild': None, 'id': '718493970652594217', 'global_name': None, 'display_name_styles': None, 'discriminator': '1627', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b205a236cc5ba6f5950ca5e3a3f27e93'}, 'attachments': [], 'guild_id': '1355352483953774633'}}
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 13:06:21] [DEBUG   ] discord.client: Dispatching event message
